# Forces      
# CofR        : (2.875000e-01 1.270000e-01 2.286000e-01)
# Time        forces(pressure viscous)	moments(pressure viscous)
69            	((9.391203e-02 1.111638e+00 2.638895e+01) (6.633680e-03 4.617778e-02 7.430860e-01)) ((-2.160791e-02 7.928888e-02 1.143732e-02) (1.134356e-02 3.249815e-03 -7.765152e-04))
70            	((1.002310e-01 9.870843e-01 2.624904e+01) (6.770815e-03 4.602301e-02 7.410920e-01)) ((-2.313948e-02 7.833266e-02 5.952291e-03) (1.124345e-02 3.271101e-03 -7.603652e-04))
71            	((1.048301e-01 8.608871e-01 2.611658e+01) (6.852821e-03 4.573771e-02 7.392028e-01)) ((-2.322585e-02 7.833747e-02 5.919522e-04) (1.116412e-02 3.288368e-03 -7.372352e-04))
72            	((1.090927e-01 7.292694e-01 2.599468e+01) (6.908563e-03 4.537496e-02 7.374231e-01)) ((-2.155831e-02 7.968512e-02 -4.271637e-03) (1.109595e-02 3.301448e-03 -7.090138e-04))
73            	((1.123485e-01 5.864811e-01 2.588525e+01) (6.897350e-03 4.487471e-02 7.357233e-01)) ((-1.790261e-02 8.225664e-02 -8.501353e-03) (1.103088e-02 3.318661e-03 -6.772905e-04))
74            	((1.144874e-01 4.291616e-01 2.578896e+01) (6.839274e-03 4.432028e-02 7.341088e-01)) ((-1.186675e-02 8.568494e-02 -1.210462e-02) (1.097907e-02 3.327598e-03 -6.382621e-04))
75            	((1.163760e-01 2.573970e-01 2.570661e+01) (6.722473e-03 4.370314e-02 7.325564e-01)) ((-3.290557e-03 8.960979e-02 -1.523226e-02) (1.093012e-02 3.325607e-03 -6.037473e-04))
76            	((1.211287e-01 7.649046e-02 2.563762e+01) (6.576083e-03 4.305264e-02 7.309846e-01)) ((7.492597e-03 9.376590e-02 -1.787771e-02) (1.088794e-02 3.319201e-03 -5.639583e-04))
77            	((1.323596e-01 -1.050708e-01 2.558152e+01) (6.389721e-03 4.234843e-02 7.294474e-01)) ((1.954099e-02 9.813242e-02 -2.000338e-02) (1.084337e-02 3.299727e-03 -5.242331e-04))
78            	((1.526489e-01 -2.790208e-01 2.553581e+01) (6.157466e-03 4.159572e-02 7.278902e-01)) ((3.163892e-02 1.025925e-01 -2.145720e-02) (1.079681e-02 3.277072e-03 -4.856652e-04))
79            	((1.827821e-01 -4.390739e-01 2.549680e+01) (5.930651e-03 4.087767e-02 7.263568e-01)) ((4.282772e-02 1.069849e-01 -2.184282e-02) (1.075643e-02 3.243195e-03 -4.365924e-04))
80            	((2.193846e-01 -5.801866e-01 2.545948e+01) (5.632579e-03 4.011655e-02 7.248242e-01)) ((5.245518e-02 1.114582e-01 -2.080092e-02) (1.070204e-02 3.210960e-03 -3.865973e-04))
81            	((2.581055e-01 -6.983452e-01 2.541901e+01) (5.275581e-03 3.942066e-02 7.232311e-01)) ((6.014083e-02 1.157274e-01 -1.839754e-02) (1.064665e-02 3.178422e-03 -3.311498e-04))
82            	((2.938227e-01 -7.920455e-01 2.537249e+01) (4.915957e-03 3.875113e-02 7.216608e-01)) ((6.591438e-02 1.194722e-01 -1.502999e-02) (1.058008e-02 3.145915e-03 -2.789046e-04))
83            	((3.232656e-01 -8.623174e-01 2.531874e+01) (4.531526e-03 3.813806e-02 7.200851e-01)) ((6.995476e-02 1.224964e-01 -1.135175e-02) (1.051238e-02 3.119532e-03 -2.278145e-04))
84            	((3.445265e-01 -9.101551e-01 2.525860e+01) (4.130983e-03 3.761702e-02 7.184895e-01)) ((7.246260e-02 1.246725e-01 -7.892995e-03) (1.044139e-02 3.093402e-03 -1.770368e-04))
85            	((3.565561e-01 -9.380080e-01 2.519266e+01) (3.690854e-03 3.710124e-02 7.168470e-01)) ((7.350628e-02 1.261629e-01 -4.899806e-03) (1.036658e-02 3.070875e-03 -1.264444e-04))
